,city_name,naics_2022_2,salary,wfh_wham,soc_2021_2,employment_type_name
2787,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2788,"San Diego, CA",72,44000,0,37-0000,Part-time (≤ 32 hours)
2789,"San Diego, CA",72,46500,0,11-0000,Full-time (> 32 hours)
2790,"San Diego, CA",72,62400,0,11-0000,Full-time (> 32 hours)
2791,"San Diego, CA",72,33280,0,35-0000,Part-time (≤ 32 hours)
2792,"San Diego, CA",72,33800,0,35-0000,Full-time (> 32 hours)
2793,"San Diego, CA",72,188344,0,15-0000,Full-time (> 32 hours)
2794,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
2795,"San Diego, CA",72,42640,0,43-0000,Full-time (> 32 hours)
2796,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2797,"San Diego, CA",72,31720,0,35-0000,Part-time (≤ 32 hours)
2798,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2799,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2800,"San Diego, CA",72,31200,0,99-0000,Part-time / full-time
2801,"San Diego, CA",72,34320,0,35-0000,Part-time / full-time
2802,"San Diego, CA",72,140400,0,11-0000,Full-time (> 32 hours)
2803,"San Diego, CA",72,41600,0,49-0000,Part-time / full-time
2804,"San Diego, CA",72,67000,0,11-0000,Full-time (> 32 hours)
2805,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
2806,"San Diego, CA",72,63000,0,11-0000,Full-time (> 32 hours)
2807,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2808,"San Diego, CA",72,50000,1,13-0000,Full-time (> 32 hours)
2809,"San Diego, CA",72,33280,0,51-0000,Part-time / full-time
2810,"San Diego, CA",72,32905.5,0,35-0000,Part-time / full-time
2811,"San Diego, CA",72,37440,0,43-0000,Full-time (> 32 hours)
2812,"San Diego, CA",72,42640,0,35-0000,Full-time (> 32 hours)
2813,"San Diego, CA",72,33280,0,99-0000,Part-time (≤ 32 hours)
2814,"San Diego, CA",72,33280,0,35-0000,Part-time (≤ 32 hours)
2815,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2816,"San Diego, CA",72,52000,0,43-0000,Part-time (≤ 32 hours)
2817,"San Diego, CA",72,34840,0,43-0000,Part-time / full-time
2818,"San Diego, CA",72,58000,0,99-0000,Part-time (≤ 32 hours)
2819,"San Diego, CA",72,41600,0,41-0000,Full-time (> 32 hours)
2820,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2821,"San Diego, CA",72,43680,0,53-0000,Full-time (> 32 hours)
2822,"San Diego, CA",72,85000,0,35-0000,Full-time (> 32 hours)
2823,"San Diego, CA",72,31460,0,35-0000,Part-time / full-time
2824,"San Diego, CA",72,39520,0,39-0000,Full-time (> 32 hours)
2825,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2826,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2827,"San Diego, CA",72,35360,0,37-0000,Full-time (> 32 hours)
2828,"San Diego, CA",72,32760,0,53-0000,Part-time (≤ 32 hours)
2829,"San Diego, CA",72,39520,0,43-0000,Full-time (> 32 hours)
2830,"San Diego, CA",72,62400,0,11-0000,Full-time (> 32 hours)
2831,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2832,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2833,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2834,"San Diego, CA",72,31200,0,31-0000,Full-time (> 32 hours)
2835,"San Diego, CA",72,47840,1,43-0000,Full-time (> 32 hours)
2836,"San Diego, CA",72,29120,0,35-0000,Part-time / full-time
2837,"San Diego, CA",72,62500,0,11-0000,Part-time (≤ 32 hours)
2838,"San Diego, CA",72,33280,0,51-0000,Full-time (> 32 hours)
2839,"San Diego, CA",72,44720,0,49-0000,Full-time (> 32 hours)
2840,"San Diego, CA",72,35360,0,35-0000,Part-time / full-time
2841,"San Diego, CA",72,39520,0,35-0000,Part-time / full-time
2842,"San Diego, CA",72,35360,0,99-0000,Full-time (> 32 hours)
2843,"San Diego, CA",72,31200,0,99-0000,Part-time (≤ 32 hours)
2844,"San Diego, CA",72,43680,0,35-0000,Full-time (> 32 hours)
2845,"San Diego, CA",72,31720,0,41-0000,Part-time / full-time
2846,"San Diego, CA",72,33280,0,41-0000,Part-time (≤ 32 hours)
2847,"San Diego, CA",72,37440,0,27-0000,Part-time (≤ 32 hours)
2848,"San Diego, CA",72,49920,0,11-0000,Full-time (> 32 hours)
2849,"San Diego, CA",72,33800,0,35-0000,Part-time / full-time
2850,"San Diego, CA",72,42120,0,35-0000,Full-time (> 32 hours)
2851,"San Diego, CA",72,33800,0,35-0000,Part-time / full-time
2852,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2853,"San Diego, CA",72,42640,0,43-0000,Full-time (> 32 hours)
2854,"San Diego, CA",72,38450,0,49-0000,Full-time (> 32 hours)
2855,"San Diego, CA",72,32760,0,51-0000,Full-time (> 32 hours)
2856,"San Diego, CA",72,35360,0,35-0000,Part-time (≤ 32 hours)
2857,"San Diego, CA",72,32760,0,41-0000,Part-time / full-time
2858,"San Diego, CA",72,32510,0,37-0000,Part-time / full-time
2859,"San Diego, CA",72,62500,0,41-0000,Full-time (> 32 hours)
2860,"San Diego, CA",72,31200,0,13-0000,Full-time (> 32 hours)
2861,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2862,"San Diego, CA",72,34840,0,53-0000,Part-time / full-time
2863,"San Diego, CA",72,46800,0,11-0000,Part-time (≤ 32 hours)
2864,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
2865,"San Diego, CA",72,37440,0,35-0000,Full-time (> 32 hours)
2866,"San Diego, CA",72,12480,0,35-0000,Part-time / full-time
2867,"San Diego, CA",72,46301,0,35-0000,Full-time (> 32 hours)
2868,"San Diego, CA",72,62500,0,43-0000,Full-time (> 32 hours)
2869,"San Diego, CA",72,37440,0,51-0000,Full-time (> 32 hours)
2870,"San Diego, CA",72,34320,0,43-0000,Part-time (≤ 32 hours)
2871,"San Diego, CA",72,36000,0,37-0000,Full-time (> 32 hours)
2872,"San Diego, CA",72,31720,0,41-0000,Part-time (≤ 32 hours)
2873,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2874,"San Diego, CA",72,39520,0,41-0000,Part-time / full-time
2875,"San Diego, CA",72,62400,0,49-0000,Full-time (> 32 hours)
2876,"San Diego, CA",72,39000,0,41-0000,Part-time (≤ 32 hours)
2877,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
2878,"San Diego, CA",72,39520,0,35-0000,Full-time (> 32 hours)
2879,"San Diego, CA",72,27000,0,35-0000,Part-time (≤ 32 hours)
2880,"San Diego, CA",72,37440,0,35-0000,Part-time (≤ 32 hours)
2881,"San Diego, CA",72,32760,0,35-0000,Part-time (≤ 32 hours)
2882,"San Diego, CA",72,33800,0,43-0000,Part-time / full-time
2883,"San Diego, CA",72,33280,0,53-0000,Part-time (≤ 32 hours)
2884,"San Diego, CA",72,45760,0,41-0000,Full-time (> 32 hours)
2885,"San Diego, CA",72,31200,0,41-0000,Part-time (≤ 32 hours)
2886,"San Diego, CA",72,125000,0,41-0000,Part-time (≤ 32 hours)
2887,"San Diego, CA",72,32240,0,43-0000,Full-time (> 32 hours)
2888,"San Diego, CA",72,33280,0,43-0000,Full-time (> 32 hours)
2889,"San Diego, CA",72,40560,0,43-0000,Full-time (> 32 hours)
2890,"San Diego, CA",72,33280,0,35-0000,Part-time (≤ 32 hours)
2891,"San Diego, CA",72,43680,0,35-0000,Part-time / full-time
2892,"San Diego, CA",72,30160,0,35-0000,Part-time (≤ 32 hours)
2893,"San Diego, CA",72,67500,0,11-0000,Full-time (> 32 hours)
2894,"San Diego, CA",72,42640,0,99-0000,Full-time (> 32 hours)
2895,"San Diego, CA",72,43680,0,35-0000,Part-time / full-time
2896,"San Diego, CA",72,34320,0,35-0000,Part-time / full-time
2897,"San Diego, CA",72,35360,0,43-0000,Full-time (> 32 hours)
2898,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
2899,"San Diego, CA",72,35360,0,35-0000,Part-time (≤ 32 hours)
2900,"San Diego, CA",72,36400,0,37-0000,Part-time / full-time
2901,"San Diego, CA",72,41600,0,37-0000,Full-time (> 32 hours)
2902,"San Diego, CA",72,79040,0,43-0000,Part-time / full-time
2903,"San Diego, CA",72,31720,0,35-0000,Part-time / full-time
2904,"San Diego, CA",72,52000,0,39-0000,Part-time (≤ 32 hours)
2905,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2906,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
2907,"San Diego, CA",72,39832,0,43-0000,Full-time (> 32 hours)
2908,"San Diego, CA",72,36400,0,25-0000,Full-time (> 32 hours)
2909,"San Diego, CA",72,31720,0,35-0000,Part-time (≤ 32 hours)
2910,"San Diego, CA",72,39520,0,35-0000,Part-time / full-time
2911,"San Diego, CA",72,31200,0,27-0000,Part-time (≤ 32 hours)
2912,"San Diego, CA",72,39520,0,43-0000,Part-time (≤ 32 hours)
2913,"San Diego, CA",72,32240,0,35-0000,Full-time (> 32 hours)
2914,"San Diego, CA",72,31200,0,37-0000,Full-time (> 32 hours)
2915,"San Diego, CA",72,35360,0,51-0000,Full-time (> 32 hours)
2916,"San Diego, CA",72,33280,0,37-0000,Full-time (> 32 hours)
2917,"San Diego, CA",72,33280,0,53-0000,Part-time / full-time
2918,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2919,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2920,"San Diego, CA",72,37000,0,35-0000,Part-time (≤ 32 hours)
2921,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2922,"San Diego, CA",72,46800,0,53-0000,Part-time / full-time
2923,"San Diego, CA",72,38938,0,39-0000,Full-time (> 32 hours)
2924,"San Diego, CA",72,68500,0,11-0000,Full-time (> 32 hours)
2925,"San Diego, CA",72,37440,0,35-0000,Full-time (> 32 hours)
2926,"San Diego, CA",72,33072,0,35-0000,Part-time (≤ 32 hours)
2927,"San Diego, CA",72,31200,0,37-0000,Part-time / full-time
2928,"San Diego, CA",72,36400,0,51-0000,Full-time (> 32 hours)
2929,"San Diego, CA",72,41600,0,27-0000,Part-time (≤ 32 hours)
2930,"San Diego, CA",72,36400,0,35-0000,Part-time (≤ 32 hours)
2931,"San Diego, CA",72,32760,0,41-0000,Part-time (≤ 32 hours)
2932,"San Diego, CA",72,54080,0,35-0000,Part-time (≤ 32 hours)
2933,"San Diego, CA",72,33280,0,29-0000,Full-time (> 32 hours)
2934,"San Diego, CA",72,114400,0,15-0000,Full-time (> 32 hours)
2935,"San Diego, CA",72,36400,0,29-0000,Part-time (≤ 32 hours)
2936,"San Diego, CA",72,55000,1,13-0000,Full-time (> 32 hours)
2937,"San Diego, CA",72,39520,0,51-0000,Full-time (> 32 hours)
2938,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2939,"San Diego, CA",72,43680,0,35-0000,Part-time / full-time
2940,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2941,"San Diego, CA",72,36400,0,35-0000,Full-time (> 32 hours)
2942,"San Diego, CA",72,37440,0,35-0000,Part-time / full-time
2943,"San Diego, CA",72,36400,0,35-0000,Part-time / full-time
2944,"San Diego, CA",72,42640,0,37-0000,Full-time (> 32 hours)
2945,"San Diego, CA",72,31200,0,37-0000,Full-time (> 32 hours)
2946,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2947,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2948,"San Diego, CA",72,31179,0,11-0000,Full-time (> 32 hours)
2949,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
2950,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2951,"San Diego, CA",72,33280,0,37-0000,Part-time / full-time
2952,"San Diego, CA",72,32240,0,41-0000,Full-time (> 32 hours)
2953,"San Diego, CA",72,31200,0,53-0000,Part-time (≤ 32 hours)
2954,"San Diego, CA",72,55000,0,11-0000,Full-time (> 32 hours)
2955,"San Diego, CA",72,29120,0,35-0000,Part-time / full-time
2956,"San Diego, CA",72,31200,0,39-0000,Part-time / full-time
2957,"San Diego, CA",72,38480,0,43-0000,Part-time / full-time
2958,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2959,"San Diego, CA",72,52000,0,37-0000,Full-time (> 32 hours)
2960,"San Diego, CA",72,39520,0,11-0000,Part-time / full-time
2961,"San Diego, CA",72,33280,0,37-0000,Part-time / full-time
2962,"San Diego, CA",72,47840,0,43-0000,Full-time (> 32 hours)
2963,"San Diego, CA",72,31200,0,47-0000,Full-time (> 32 hours)
2964,"San Diego, CA",72,72800,0,39-0000,Part-time / full-time
2965,"San Diego, CA",72,33280,0,53-0000,Full-time (> 32 hours)
2966,"San Diego, CA",72,35360,0,43-0000,Full-time (> 32 hours)
2967,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2968,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2969,"San Diego, CA",72,34320,0,43-0000,Part-time / full-time
2970,"San Diego, CA",72,66200,0,11-0000,Full-time (> 32 hours)
2971,"San Diego, CA",72,33322,0,35-0000,Part-time (≤ 32 hours)
2972,"San Diego, CA",72,32552,0,35-0000,Part-time / full-time
2973,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2974,"San Diego, CA",72,90000,0,53-0000,Full-time (> 32 hours)
2975,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2976,"San Diego, CA",72,115500,0,11-0000,Full-time (> 32 hours)
2977,"San Diego, CA",72,42640,0,11-0000,Full-time (> 32 hours)
2978,"San Diego, CA",72,36400,0,35-0000,Part-time / full-time
2979,"San Diego, CA",72,31200,0,41-0000,Part-time / full-time
2980,"San Diego, CA",72,39520,0,35-0000,Part-time / full-time
2981,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
2982,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
2983,"San Diego, CA",72,38480,0,35-0000,Part-time / full-time
2984,"San Diego, CA",72,30000,0,37-0000,Part-time (≤ 32 hours)
2985,"San Diego, CA",72,34320,0,21-0000,Part-time (≤ 32 hours)
2986,"San Diego, CA",72,31200,0,41-0000,Part-time (≤ 32 hours)
2987,"San Diego, CA",72,38480,0,47-0000,Full-time (> 32 hours)
2988,"San Diego, CA",72,55120,0,35-0000,Part-time / full-time
2989,"San Diego, CA",72,35360,0,41-0000,Part-time / full-time
2990,"San Diego, CA",72,41600,0,35-0000,Part-time / full-time
2991,"San Diego, CA",72,35620,0,49-0000,Full-time (> 32 hours)
2992,"San Diego, CA",72,40560,0,43-0000,Full-time (> 32 hours)
2993,"San Diego, CA",72,31720,0,35-0000,Full-time (> 32 hours)
2994,"San Diego, CA",72,35360,0,51-0000,Part-time / full-time
2995,"San Diego, CA",72,39520,0,35-0000,Part-time / full-time
2996,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
2997,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
2998,"San Diego, CA",72,39520,0,35-0000,Full-time (> 32 hours)
2999,"San Diego, CA",72,33280,0,43-0000,Full-time (> 32 hours)
3000,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3001,"San Diego, CA",72,67600,0,43-0000,Part-time (≤ 32 hours)
3002,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
3003,"San Diego, CA",72,30160,0,53-0000,Full-time (> 32 hours)
3004,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3005,"San Diego, CA",72,57200,0,15-0000,Full-time (> 32 hours)
3006,"San Diego, CA",72,57200,0,11-0000,Full-time (> 32 hours)
3007,"San Diego, CA",72,33280,0,49-0000,Full-time (> 32 hours)
3008,"San Diego, CA",72,31200,0,41-0000,Part-time (≤ 32 hours)
3009,"San Diego, CA",72,137000,0,15-0000,Full-time (> 32 hours)
3010,"San Diego, CA",72,32240,0,35-0000,Full-time (> 32 hours)
3011,"San Diego, CA",72,43000,0,35-0000,Part-time (≤ 32 hours)
3012,"San Diego, CA",72,35360,0,37-0000,Part-time (≤ 32 hours)
3013,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3014,"San Diego, CA",72,33280,0,43-0000,Full-time (> 32 hours)
3015,"San Diego, CA",72,26000,0,33-0000,Full-time (> 32 hours)
3016,"San Diego, CA",72,39520,0,51-0000,Part-time (≤ 32 hours)
3017,"San Diego, CA",72,52000,0,41-0000,Part-time (≤ 32 hours)
3018,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
3019,"San Diego, CA",72,1e+05,0,41-0000,Full-time (> 32 hours)
3020,"San Diego, CA",72,31637,0,53-0000,Part-time / full-time
3021,"San Diego, CA",72,37960,0,35-0000,Full-time (> 32 hours)
3022,"San Diego, CA",72,34341,0,51-0000,Part-time (≤ 32 hours)
3023,"San Diego, CA",72,32240,0,11-0000,Part-time (≤ 32 hours)
3024,"San Diego, CA",72,34320,0,37-0000,Full-time (> 32 hours)
3025,"San Diego, CA",72,37960,0,35-0000,Full-time (> 32 hours)
3026,"San Diego, CA",72,47840,0,35-0000,Part-time / full-time
3027,"San Diego, CA",72,33280,0,37-0000,Full-time (> 32 hours)
3028,"San Diego, CA",72,39520,0,43-0000,Full-time (> 32 hours)
3029,"San Diego, CA",72,50960,0,43-0000,Full-time (> 32 hours)
3030,"San Diego, CA",72,162500,0,41-0000,Part-time / full-time
3031,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
3032,"San Diego, CA",72,70000,0,13-0000,Full-time (> 32 hours)
3033,"San Diego, CA",72,39520,0,53-0000,Part-time (≤ 32 hours)
3034,"San Diego, CA",72,46800,0,35-0000,Full-time (> 32 hours)
3035,"San Diego, CA",72,32240,0,35-0000,Full-time (> 32 hours)
3036,"San Diego, CA",72,36400,0,35-0000,Part-time / full-time
3037,"San Diego, CA",72,37440,0,35-0000,Part-time / full-time
3038,"San Diego, CA",72,33280,0,51-0000,Full-time (> 32 hours)
3039,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3040,"San Diego, CA",72,62400,0,35-0000,Full-time (> 32 hours)
3041,"San Diego, CA",72,39686,0,35-0000,Full-time (> 32 hours)
3042,"San Diego, CA",72,33280,0,35-0000,Part-time (≤ 32 hours)
3043,"San Diego, CA",72,41600,0,35-0000,Full-time (> 32 hours)
3044,"San Diego, CA",72,102500,0,41-0000,Full-time (> 32 hours)
3045,"San Diego, CA",72,39000,0,41-0000,Part-time (≤ 32 hours)
3046,"San Diego, CA",72,31200,0,53-0000,Part-time / full-time
3047,"San Diego, CA",72,36400,0,37-0000,Full-time (> 32 hours)
3048,"San Diego, CA",72,39000,0,99-0000,Part-time / full-time
3049,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
3050,"San Diego, CA",72,140000,1,11-0000,Full-time (> 32 hours)
3051,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
3052,"San Diego, CA",72,52000,0,11-0000,Full-time (> 32 hours)
3053,"San Diego, CA",72,33280,0,37-0000,Full-time (> 32 hours)
3054,"San Diego, CA",72,35360,0,35-0000,Part-time (≤ 32 hours)
3055,"San Diego, CA",72,44720,0,43-0000,Full-time (> 32 hours)
3056,"San Diego, CA",72,45760,0,35-0000,Full-time (> 32 hours)
3057,"San Diego, CA",72,33176,0,35-0000,Part-time (≤ 32 hours)
3058,"San Diego, CA",72,34320,0,43-0000,Part-time / full-time
3059,"San Diego, CA",72,33280,0,35-0000,Part-time (≤ 32 hours)
3060,"San Diego, CA",72,112500,0,11-0000,Full-time (> 32 hours)
3061,"San Diego, CA",72,33633.5,0,27-0000,Part-time (≤ 32 hours)
3062,"San Diego, CA",72,46800,1,13-0000,Full-time (> 32 hours)
3063,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3064,"San Diego, CA",72,24000,0,51-0000,Part-time (≤ 32 hours)
3065,"San Diego, CA",72,110000,1,15-0000,Full-time (> 32 hours)
3066,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
3067,"San Diego, CA",72,39000,0,35-0000,Part-time (≤ 32 hours)
3068,"San Diego, CA",72,32240,0,41-0000,Part-time (≤ 32 hours)
3069,"San Diego, CA",72,32240,0,35-0000,Part-time (≤ 32 hours)
3070,"San Diego, CA",72,31200,0,53-0000,Part-time (≤ 32 hours)
3071,"San Diego, CA",72,31200,0,39-0000,Part-time / full-time
3072,"San Diego, CA",72,30160,0,37-0000,Part-time / full-time
3073,"San Diego, CA",72,34320,0,37-0000,Full-time (> 32 hours)
3074,"San Diego, CA",72,32240,0,35-0000,Part-time / full-time
3075,"San Diego, CA",72,65000,0,11-0000,Full-time (> 32 hours)
3076,"San Diego, CA",72,37440,0,11-0000,Full-time (> 32 hours)
3077,"San Diego, CA",72,33280,0,35-0000,Full-time (> 32 hours)
3078,"San Diego, CA",72,57200,0,35-0000,Part-time (≤ 32 hours)
3079,"San Diego, CA",72,30420,0,35-0000,Full-time (> 32 hours)
3080,"San Diego, CA",72,34320,0,35-0000,Full-time (> 32 hours)
3081,"San Diego, CA",72,44850,0,35-0000,Part-time (≤ 32 hours)
3082,"San Diego, CA",72,32240,0,35-0000,Part-time / full-time
3083,"San Diego, CA",72,34320,0,37-0000,Full-time (> 32 hours)
3084,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
3085,"San Diego, CA",72,32240,0,35-0000,Full-time (> 32 hours)
3086,"San Diego, CA",72,44850,0,41-0000,Part-time (≤ 32 hours)
3087,"San Diego, CA",72,34320,0,41-0000,Part-time / full-time
3088,"San Diego, CA",72,34715,0,35-0000,Full-time (> 32 hours)
3089,"San Diego, CA",72,35360,0,43-0000,Full-time (> 32 hours)
3090,"San Diego, CA",72,70000,0,17-0000,Full-time (> 32 hours)
3091,"San Diego, CA",72,39520,0,35-0000,Full-time (> 32 hours)
3092,"San Diego, CA",72,37440,0,11-0000,Full-time (> 32 hours)
3093,"San Diego, CA",72,35360,0,37-0000,Full-time (> 32 hours)
3094,"San Diego, CA",72,31720,0,35-0000,Part-time / full-time
3095,"San Diego, CA",72,37440,0,35-0000,Full-time (> 32 hours)
3096,"San Diego, CA",72,39000,0,35-0000,Full-time (> 32 hours)
3097,"San Diego, CA",72,38667,0,37-0000,Full-time (> 32 hours)
3098,"San Diego, CA",72,37440,0,51-0000,Part-time / full-time
3099,"San Diego, CA",72,70850,0,27-0000,Full-time (> 32 hours)
3100,"San Diego, CA",72,37440,0,35-0000,Full-time (> 32 hours)
3101,"San Diego, CA",72,31460,0,35-0000,Full-time (> 32 hours)
3102,"San Diego, CA",72,35360,0,43-0000,Part-time / full-time
3103,"San Diego, CA",72,38480,0,35-0000,Full-time (> 32 hours)
3104,"San Diego, CA",72,29120,0,35-0000,Part-time (≤ 32 hours)
3105,"San Diego, CA",72,31200,0,39-0000,Part-time (≤ 32 hours)
3106,"San Diego, CA",72,29120,0,35-0000,Part-time (≤ 32 hours)
3107,"San Diego, CA",72,38480,0,35-0000,Part-time / full-time
3108,"San Diego, CA",72,36000,0,39-0000,Full-time (> 32 hours)
3109,"San Diego, CA",72,32240,0,35-0000,Part-time / full-time
3110,"San Diego, CA",72,31200,0,43-0000,Part-time (≤ 32 hours)
3111,"San Diego, CA",72,31720,0,43-0000,Full-time (> 32 hours)
3112,"San Diego, CA",72,67600,0,43-0000,Full-time (> 32 hours)
3113,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3114,"San Diego, CA",72,33280,0,43-0000,Full-time (> 32 hours)
3115,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3116,"San Diego, CA",72,35360,0,43-0000,Full-time (> 32 hours)
3117,"San Diego, CA",72,63700,0,11-0000,Full-time (> 32 hours)
3118,"San Diego, CA",72,36400,0,35-0000,Part-time / full-time
3119,"San Diego, CA",72,33280,0,49-0000,Part-time / full-time
3120,"San Diego, CA",72,39520,0,35-0000,Full-time (> 32 hours)
3121,"San Diego, CA",72,40300,0,51-0000,Full-time (> 32 hours)
3122,"San Diego, CA",72,34320,0,33-0000,Part-time (≤ 32 hours)
3123,"San Diego, CA",72,31200,0,37-0000,Part-time / full-time
3124,"San Diego, CA",72,43680,0,43-0000,Full-time (> 32 hours)
3125,"San Diego, CA",72,41340,0,35-0000,Full-time (> 32 hours)
3126,"San Diego, CA",72,42640,0,35-0000,Part-time / full-time
3127,"San Diego, CA",72,64000,0,11-0000,Full-time (> 32 hours)
3128,"San Diego, CA",72,67000,0,11-0000,Full-time (> 32 hours)
3129,"San Diego, CA",72,33280,0,35-0000,Full-time (> 32 hours)
3130,"San Diego, CA",72,34320,0,35-0000,Part-time / full-time
3131,"San Diego, CA",72,33280,0,51-0000,Full-time (> 32 hours)
3132,"San Diego, CA",72,37440,0,35-0000,Full-time (> 32 hours)
3133,"San Diego, CA",72,35360,0,51-0000,Full-time (> 32 hours)
3134,"San Diego, CA",72,31200,0,41-0000,Full-time (> 32 hours)
3135,"San Diego, CA",72,35360,0,35-0000,Part-time / full-time
3136,"San Diego, CA",72,39520,0,41-0000,Full-time (> 32 hours)
3137,"San Diego, CA",72,33280,0,41-0000,Full-time (> 32 hours)
3138,"San Diego, CA",72,34320,0,37-0000,Full-time (> 32 hours)
3139,"San Diego, CA",72,39520,0,43-0000,Part-time / full-time
3140,"San Diego, CA",72,32500,0,11-0000,Part-time (≤ 32 hours)
3141,"San Diego, CA",72,33509,0,41-0000,Part-time (≤ 32 hours)
3142,"San Diego, CA",72,35360,0,37-0000,Full-time (> 32 hours)
3143,"San Diego, CA",72,115000,0,49-0000,Full-time (> 32 hours)
3144,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
3145,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3146,"San Diego, CA",72,31000,0,35-0000,Full-time (> 32 hours)
3147,"San Diego, CA",72,41600,0,11-0000,Full-time (> 32 hours)
3148,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
3149,"San Diego, CA",72,32240,0,37-0000,Full-time (> 32 hours)
3150,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
3151,"San Diego, CA",72,45760,0,51-0000,Part-time (≤ 32 hours)
3152,"San Diego, CA",72,31200,0,35-0000,Full-time (> 32 hours)
3153,"San Diego, CA",72,33280,0,35-0000,Part-time (≤ 32 hours)
3154,"San Diego, CA",72,37440,0,53-0000,Full-time (> 32 hours)
3155,"San Diego, CA",72,37000,0,37-0000,Full-time (> 32 hours)
3156,"San Diego, CA",72,97500,0,27-0000,Full-time (> 32 hours)
3157,"San Diego, CA",72,31200,0,35-0000,Part-time / full-time
3158,"San Diego, CA",72,31200,0,37-0000,Full-time (> 32 hours)
3159,"San Diego, CA",72,41600,0,35-0000,Part-time (≤ 32 hours)
3160,"San Diego, CA",72,35360,0,35-0000,Part-time / full-time
3161,"San Diego, CA",72,107500,0,11-0000,Full-time (> 32 hours)
3162,"San Diego, CA",72,35464,0,35-0000,Full-time (> 32 hours)
3163,"San Diego, CA",72,37440,0,35-0000,Full-time (> 32 hours)
3164,"San Diego, CA",72,39624,0,47-0000,Full-time (> 32 hours)
3165,"San Diego, CA",72,37960,0,11-0000,Full-time (> 32 hours)
3166,"San Diego, CA",72,45053,0,35-0000,Full-time (> 32 hours)
3167,"San Diego, CA",72,109716,0,35-0000,Full-time (> 32 hours)
3168,"San Diego, CA",72,72500,0,11-0000,Full-time (> 32 hours)
3169,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
